# Wordlist



# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	WANGID	COGID	SWGLOSS	SWID	PROTO
1586	Suzhou	not	63	勿	2	367	not	4105	勿
1587	Meixian	not	63	唔	7	362	not	4105	唔
1588	Nanchang	not	63	不	0	368	not	4105	不
1589	Fuzhou	not	63	伓	5	364	not	4105	伓
1590	Ningxia	not	63	不	0	368	not	4105	不
1591	Lianchang	not	63	无	3	366	not	4105	无
1592	Lianchang	not	63	懒[表意愿]	6	363	not	4105	懒[表意愿]
1593	Ningbo	not	63	勿	2	367	not	4105	勿
1594	Yingshan	not	63	不	0	368	not	4105	不
1595	Chengdu	not	63	不	0	368	not	4105	不
1596	Zhanping	not	63	伓	5	364	not	4105	伓
1597	Zhanping	not	63	无：也有“勿会bi6”，这是“伓m1会i6”的合音	3	366	not	4105	无
1598	Shanghai	not	63	勿	2	367	not	4105	勿
1599	Shanghai_B	not	63	勿	2	367	not	4105	勿
1600	Xiamen	not	63	勿会	5	364	not	4105	伓
1601	Xiamen	not	63	无	3	366	not	4105	无
1602	Xiamen	not	63	*呣m33	4	365	not	4105	m33 ?
1603	Anyi	not	63	不	0	368	not	4105	不
1604	Beijing	not	63	不	0	368	not	4105	不
1605	Wenzhou	not	63	不	0	368	not	4105	不
1606	Taibei	not	63	m33 ?	4	365	not	4105	m33 ?
1607	Wuhan	not	63	不	0	368	not	4105	不
1608	Taiyuan	not	63	不	0	368	not	4105	不
1609	Yuci	not	63	不	0	368	not	4105	不
1610	Changsha	not	63	不	0	368	not	4105	不
1611	Shuangfeng	not	63	不	0	368	not	4105	不
#
3977	Guangzhou	old	150	老	0	1091	old	4201	老
3978	Suzhou	old	150	老	0	1091	old	4201	老
3979	Meixian	old	150	老	0	1091	old	4201	老
3980	Nanchang	old	150	老	0	1091	old	4201	老
3981	Fuzhou	old	150	老	0	1091	old	4201	老
3982	Ningxia	old	150	老的	0a	1090	old	4201	老的
3983	Lianchang	old	150	老	0	1091	old	4201	老
3984	Ningbo	old	150	老的	0a	1090	old	4201	老的
3985	Yingshan	old	150	老	0	1091	old	4201	老
3986	Chengdu	old	150	老的（不年轻）	0a	1090	old	4201	老的
3987	Zhanping	old	150	老	0	1091	old	4201	老
3988	Shanghai	old	150	老	0	1091	old	4201	老
3989	Shanghai_B	old	150	老ge	0	1091	old	4201	老
3990	Xiamen	old	150	老	0	1091	old	4201	老
3991	Anyi	old	150	老（不年轻）	0	1091	old	4201	老
3992	Beijing	old	150	老	0	1091	old	4201	老
3993	Wenzhou	old	150	老	0	1091	old	4201	老
3994	Taibei	old	150	lau33老	0	1091	old	4201	老
3995	Wuhan	old	150	老	0	1091	old	4201	老
3996	Taiyuan	old	150	老	0	1091	old	4201	老
3997	Yuci	old	150	老	0	1091	old	4201	老
3998	Changsha	old	150	老	0	1091	old	4201	老
3999	Shuangfeng	old	150	老	0	1091	old	4201	老
#
1612	Guangzhou	one	64	一	0	371	one	4211	一
1613	Suzhou	one	64	一	0	371	one	4211	一
1614	Meixian	one	64	一	0	371	one	4211	一
1615	Nanchang	one	64	一	0	371	one	4211	一
1616	Fuzhou	one	64	一\蜀	0	371	one	4211	一
1617	Ningxia	one	64	一	0	371	one	4211	一
1618	Lianchang	one	64	一	0	371	one	4211	一
1619	Ningbo	one	64	一	0	371	one	4211	一
1620	Yingshan	one	64	一	0	371	one	4211	一
1621	Chengdu	one	64	一	0	371	one	4211	一
1622	Zhanping	one	64	tsie6	0	371	one	4211	一
1623	Zhanping	one	64	一	2	369	one	4211	一
1624	Shanghai	one	64	一	0	371	one	4211	一
1625	Shanghai_B	one	64	一	0	371	one	4211	一
1626	Xiamen	one	64	一	0	371	one	4211	一
1627	Anyi	one	64	一	0	371	one	4211	一
1628	Beijing	one	64	一	0	371	one	4211	一
1629	Wenzhou	one	64	一	0	371	one	4211	一
1630	Taibei	one	64	tsit33蜀	1	370	one	4211	tsit33蜀
1631	Wuhan	one	64	一	0	371	one	4211	一
1632	Taiyuan	one	64	一	0	371	one	4211	一
1633	Yuci	one	64	一	0	371	one	4211	一
1634	Changsha	one	64	一	0	371	one	4211	一
1635	Shuangfeng	one	64	一	0	371	one	4211	一
#
1636	Guangzhou	path	65	路	0	375	road	5116	路
1637	Suzhou	path	65	马路	a0	372	road	5116	马路
1638	Meixian	path	65	路	0	375	road	5116	路
1639	Nanchang	path	65	路	0	375	road	5116	路
1640	Fuzhou	path	65	墿	2	374	road	5116	墿
1641	Ningxia	path	65	路	0	375	road	5116	路
1642	Lianchang	path	65	路	0	375	road	5116	路
1643	Ningbo	path	65	路	0	375	road	5116	路
1644	Yingshan	path	65	路	0	375	road	5116	路
1645	Chengdu	path	65	路	0	375	road	5116	路
1646	Zhanping	path	65	路	0	375	road	5116	路
1647	Shanghai	path	65	路	0	375	road	5116	路
1648	Shanghai_B	path	65	路	0	375	road	5116	路
1649	Xiamen	path	65	路	0	375	road	5116	路
1650	Anyi	path	65	路	0	375	road	5116	路
1651	Beijing	path	65	道儿	3a	373	road	5116	道儿
1652	Beijing	path	65	路	0	375	road	5116	路
1653	Wenzhou	path	65	路	0	375	road	5116	路
1654	Taibei	path	65	loo33路	0	375	road	5116	路
1655	Wuhan	path	65	路	0	375	road	5116	路
1656	Taiyuan	path	65	道儿	3a	373	road	5116	道儿
1657	Taiyuan	path	65	路	0	375	road	5116	路
1658	Yuci	path	65	道儿	3a	373	road	5116	道儿
1659	Yuci	path	65	路	0	375	road	5116	路
1660	Changsha	path	65	路	0	375	road	5116	路
1661	Shuangfeng	path	65	路	0	375	road	5116	路
#
1662	Guangzhou	person	66	人	0	379	person	4437	人
1663	Suzhou	person	66	人	0	379	person	4437	人
1664	Meixian	person	66	人	0	379	person	4437	人
1665	Nanchang	person	66	人	0	379	person	4437	人
1666	Fuzhou	person	66	农	1	378	person	4437	农
1667	Ningxia	person	66	人	0	379	person	4437	人
1668	Lianchang	person	66	人	0	379	person	4437	人
1669	Ningbo	person	66	人	0	379	person	4437	人
1670	Yingshan	person	66	人	0	379	person	4437	人
1671	Chengdu	person	66	人	0	379	person	4437	人
1672	Zhanping	person	66	侬	1	378	person	4437	农
1673	Shanghai	person	66	人	0	379	person	4437	人
1674	Shanghai_B	person	66	人	0	379	person	4437	人
1675	Xiamen	person	66	人（侬）	0(1)	379	person	4437	人（侬）
#1676	Xiamen	person	66	人（侬）	01	377	person	4437	人（侬）
1677	Anyi	person	66	人	0	379	person	4437	人
1678	Beijing	person	66	人	0	379	person	4437	人
1679	Wenzhou	person	66	人（侬）	0(1)	379	person	4437	人（侬）
#1680	Wenzhou	person	66	人（侬）	01	377	person	4437	人（侬）
1681	Taibei	person	66	lang13儂	0	379	person	4437	人
1682	Wuhan	person	66	人	0	379	person	4437	人
1683	Taiyuan	person	66	人	0	379	person	4437	人
1684	Yuci	person	66	人	0	379	person	4437	人
1685	Changsha	person	66	人	0	379	person	4437	人
1686	Shuangfeng	person	66	人	0	379	person	4437	人
#
4000	Guangzhou	play	151	玩	2	1099	play (V)	4545	玩
4001	Suzhou	play	151	白相	3	1098	play (V)	4545	白相
4002	Meixian	play	151	撩*	4	1097	play (V)	4545	嫽
4003	Meixian	play	151	搅	5	1096	play (V)	4545	搅
4004	Nanchang	play	151	暱*	6	1095	play (V)	4545	暱*
4005	Nanchang	play	151	玩	2	1099	play (V)	4545	玩
4006	Fuzhou	play	151	[][]kha44 lieu53	7	1094	play (V)	4545	[][]kha44 lieu53
4007	Ningxia	play	151	耍	1	1100	play (V)	4545	耍
4008	Lianchang	play	151	嫽	4	1097	play (V)	4545	嫽
4009	Ningbo	play	151	nau213	8	1093	play (V)	4545	nau213
4010	Yingshan	play	151	玩	2	1099	play (V)	4545	玩
4011	Chengdu	play	151	耍	1	1100	play (V)	4545	耍
4012	Zhanping	play	151	tie?8 thiuu2	9	1092	play (V)	4545	tie?8 thiuu2
4013	Zhanping	play	151	suu2	10	1106	play (V)	4545	suu2
4014	Shanghai	play	151	白相	3	1098	play (V)	4545	白相
4015	Shanghai_B	play	151	白相	3	1098	play (V)	4545	白相
4016	Xiamen	play	151	七*桃*	11	1105	play (V)	4545	七*桃*
4017	Anyi	play	151	九-言	12	1104	play (V)	4545	九-言
4018	Beijing	play	151	玩儿	2a	1107	play (V)	4545	玩儿
4019	Wenzhou	play	151	嬉	13	1103	play (V)	4545	嬉
4020	Wenzhou	play	151	狡调	14	1102	play (V)	4545	狡调
4021	Taibei	play	151	sng53?	15	1101	play (V)	4545	sng53?
4022	Wuhan	play	151	玩	2	1099	play (V)	4545	玩
4023	Taiyuan	play	151	耍	1	1100	play (V)	4545	耍
4024	Yuci	play	151	耍	1	1100	play (V)	4545	耍
4025	Changsha	play	151	玩	2	1099	play (V)	4545	玩
4026	Shuangfeng	play	151	耍	1	1100	play (V)	4545	耍
#
4027	Guangzhou	pull	152	掹	6	1111	pull (V)	4758	掹
4028	Guangzhou	pull	152	扯	7	1110	pull (V)	4758	扯
4029	Guangzhou	pull	152	拉	2	1115	pull (V)	4758	拉
4030	Suzhou	pull	152	拉	2	1115	pull (V)	4758	拉
4031	Suzhou	pull	152	拖	1	1116	pull (V)	4758	拖
4032	Meixian	pull	152	拖	1	1116	pull (V)	4758	拖
4033	Meixian	pull	152	繃	8	1109	pull (V)	4758	繃
4034	Nanchang	pull	152	拉	2	1115	pull (V)	4758	拉
4035	Fuzhou	pull	152	拔	5	1112	pull (V)	4758	拔
4036	Ningxia	pull	152	拉	2	1115	pull (V)	4758	拉
4037	Lianchang	pull	152	拖	1	1116	pull (V)	4758	拖
4038	Ningbo	pull	152	拉	2	1115	pull (V)	4758	拉
4039	Yingshan	pull	152	絡*	9	1108	pull (V)	4758	絡*
4040	Yingshan	pull	152	拖	1	1116	pull (V)	4758	拖
4041	Chengdu	pull	152	拉	2	1115	pull (V)	4758	拉
4042	Zhanping	pull	152	khiu3	10	1122	pull (V)	4758	khiu3
4043	Zhanping	pull	152	牵	3	1114	pull (V)	4758	牵
4044	Zhanping	pull	152	拖	1	1116	pull (V)	4758	拖
4045	Shanghai	pull	152	拉	2	1115	pull (V)	4758	拉
4046	Shanghai_B	pull	152	拉	2	1115	pull (V)	4758	拉
4047	Xiamen	pull	152	拖	1	1116	pull (V)	4758	拖
4048	Xiamen	pull	152	牵	4	1113	pull (V)	4758	牵
4049	Xiamen	pull	152	拉	2	1115	pull (V)	4758	拉
4050	Anyi	pull	152	拉	2	1115	pull (V)	4758	拉
4051	Beijing	pull	152	拉	2	1115	pull (V)	4758	拉
4052	Beijing	pull	152	扌屯（den4）	11	1121	pull (V)	4758	扌屯（den4）
4053	Wenzhou	pull	152	拔	5	1112	pull (V)	4758	拔
4054	Wenzhou	pull	152	擢[do8]	12	1120	pull (V)	4758	擢[do8]
4055	Wenzhou	pull	152	頧（右页改为力傍）[tai3]	13	1119	pull (V)	4758	頧（右页改为力傍）[tai3]
4056	Taibei	pull	152	giu53	14	1118	pull (V)	4758	giu53
4057	Taibei	pull	152	khiu53 ?	15	1117	pull (V)	4758	khiu53 ?
4058	Wuhan	pull	152	拉	2	1115	pull (V)	4758	拉
4059	Wuhan	pull	152	拖	1	1116	pull (V)	4758	拖
4060	Wuhan	pull	152	扯	7	1110	pull (V)	4758	扯
4061	Taiyuan	pull	152	拉	2	1115	pull (V)	4758	拉
4062	Yuci	pull	152	拉	2	1115	pull (V)	4758	拉
4063	Changsha	pull	152	拉	2	1115	pull (V)	4758	拉
4064	Changsha	pull	152	拖	1	1116	pull (V)	4758	拖
4065	Shuangfeng	pull	152	拖	1	1116	pull (V)	4758	拖
#
4066	Guangzhou	push	153	巩-手	13	1133	push (V)	4790	巩-手
4067	Suzhou	push	153	推	0	1132	push (V)	4790	推
4068	Meixian	push	153	搡	1	1131	push (V)	4790	搡
4069	Nanchang	push	153	推	0	1132	push (V)	4790	推
4070	Nanchang	push	153	手-宣	3	1129	push (V)	4790	手-宣
4071	Nanchang	push	153	搡	1	1131	push (V)	4790	搡
4072	Fuzhou	push	153	手-典	4	1128	push (V)	4790	手-典
4073	Fuzhou	push	153	搡	1	1131	push (V)	4790	搡
4074	Ningxia	push	153	推	0	1132	push (V)	4790	推
4075	Lianchang	push	153	搡	1	1131	push (V)	4790	搡
4076	Ningbo	push	153	推	0	1132	push (V)	4790	推
4077	Yingshan	push	153	推	0	1132	push (V)	4790	推
4078	Yingshan	push	153	手-双	2	1130	push (V)	4790	手-双
4079	Yingshan	push	153	手-宣	3	1129	push (V)	4790	手-宣
4080	Chengdu	push	153	tshe=u55	5	1127	push (V)	4790	tshe=u55
4081	Zhanping	push	153	i1	9	1123	push (V)	4790	i1
4082	Zhanping	push	153	tu1	10	1136	push (V)	4790	tu1
4083	Zhanping	push	153	搡：读sang3	1	1131	push (V)	4790	搡
4084	Shanghai	push	153	推	0	1132	push (V)	4790	推
4085	Shanghai_B	push	153	推	0	1132	push (V)	4790	推
4086	Xiamen	push	153	[]tu55	11	1135	push (V)	4790	[]tu55
4087	Xiamen	push	153	速*	12	1134	push (V)	4790	速*
4088	Anyi	push	153	手－送	2	1130	push (V)	4790	手-双
4089	Beijing	push	153	推	0	1132	push (V)	4790	推
4090	Wenzhou	push	153	逃*	6	1126	push (V)	4790	逃*
4091	Wenzhou	push	153	推	0	1132	push (V)	4790	推
4092	Taibei	push	153	sak32 搡?	1	1131	push (V)	4790	搡
4093	Wuhan	push	153	推	0	1132	push (V)	4790	推
4094	Taiyuan	push	153	推	0	1132	push (V)	4790	推
4095	Yuci	push	153	推	0	1132	push (V)	4790	推
4096	Changsha	push	153	宠*	7	1125	push (V)	4790	宠*
4097	Changsha	push	153	推	0	1132	push (V)	4790	推
4098	Shuangfeng	push	153	攮	8	1124	push (V)	4790	攮
4099	Shuangfeng	push	153	搡	1	1131	push (V)	4790	搡
#
1687	Guangzhou	rain	67	雨	0	380	rain (V)	4857	雨
1688	Suzhou	rain	67	雨	0	380	rain (V)	4857	雨
1689	Meixian	rain	67	雨	0	380	rain (V)	4857	雨
1690	Nanchang	rain	67	雨	0	380	rain (V)	4857	雨
1691	Fuzhou	rain	67	雨	0	380	rain (V)	4857	雨
1692	Ningxia	rain	67	雨	0	380	rain (V)	4857	雨
1693	Lianchang	rain	67	雨	0	380	rain (V)	4857	雨
1694	Ningbo	rain	67	雨	0	380	rain (V)	4857	雨
1695	Yingshan	rain	67	雨	0	380	rain (V)	4857	雨
1696	Chengdu	rain	67	雨	0	380	rain (V)	4857	雨
1697	Zhanping	rain	67	雨	0	380	rain (V)	4857	雨
1698	Shanghai	rain	67	雨	0	380	rain (V)	4857	雨
1699	Shanghai_B	rain	67	雨	0	380	rain (V)	4857	雨
1700	Xiamen	rain	67	雨	0	380	rain (V)	4857	雨
1701	Anyi	rain	67	雨	0	380	rain (V)	4857	雨
1702	Beijing	rain	67	雨	0	380	rain (V)	4857	雨
1703	Wenzhou	rain	67	雨	0	380	rain (V)	4857	雨
1704	Taibei	rain	67	hoo33雨	0	380	rain (V)	4857	雨
1705	Wuhan	rain	67	雨	0	380	rain (V)	4857	雨
1706	Taiyuan	rain	67	雨	0	380	rain (V)	4857	雨
1707	Yuci	rain	67	雨	0	380	rain (V)	4857	雨
1708	Changsha	rain	67	雨	0	380	rain (V)	4857	雨
1709	Shuangfeng	rain	67	雨	0	380	rain (V)	4857	雨
#
1710	Guangzhou	red	68	红	1	381	red	4932	红
1711	Suzhou	red	68	红	1	381	red	4932	红
1712	Meixian	red	68	红	1	381	red	4932	红
1713	Meixian	red	68	赤	0	382	red	4932	赤
1714	Nanchang	red	68	红	1	381	red	4932	红
1715	Fuzhou	red	68	红	1	381	red	4932	红
1716	Ningxia	red	68	红	1	381	red	4932	红
1717	Lianchang	red	68	红	1	381	red	4932	红
1718	Ningbo	red	68	红	1	381	red	4932	红
1719	Yingshan	red	68	红	1	381	red	4932	红
1720	Chengdu	red	68	红	1	381	red	4932	红
1721	Zhanping	red	68	红	1	381	red	4932	红
1722	Shanghai	red	68	红	1	381	red	4932	红
1723	Shanghai_B	red	68	红	1	381	red	4932	红
1724	Xiamen	red	68	红	1	381	red	4932	红
1725	Anyi	red	68	红	1	381	red	4932	红
1726	Beijing	red	68	红	1	381	red	4932	红
1727	Wenzhou	red	68	红	1	381	red	4932	红
1728	Taibei	red	68	ang13紅	1	381	red	4932	红
1729	Wuhan	red	68	红	1	381	red	4932	红
1730	Taiyuan	red	68	红	1	381	red	4932	红
1731	Yuci	red	68	红	1	381	red	4932	红
1732	Changsha	red	68	红	1	381	red	4932	红
1733	Shuangfeng	red	68	红	1	381	red	4932	红
#
4100	Guangzhou	rightside	154	右[手]便*	0a	1147	right side	7055	右边
4101	Guangzhou	rightside	154	右[手]便*	0ea	1145	right side	7055	右[手]便*
4102	Suzhou	rightside	154	右面	0b	1148	right side	7055	右面
4103	Meixian	rightside	154	右片	0c	1149	right side	7055	右片
4104	Nanchang	rightside	154	右边	0a	1147	right side	7055	右边
4105	Fuzhou	rightside	154	大边	3a	1150	right side	7055	大边
4106	Ningxia	rightside	154	右面子	0bf	1144	right side	7055	右面子
4107	Lianchang	rightside	154	右	0	1142	right side	7055	右
4108	Ningbo	rightside	154	右边	0a	1147	right side	7055	右边
4109	Yingshan	rightside	154	正手边	1ea	1140	right side	7055	正手边
4110	Chengdu	rightside	154	右边	0a	1147	right side	7055	右边
4111	Zhanping	rightside	154	正手	1e	1137	right side	7055	正手
4112	Shanghai	rightside	154	右	0	1142	right side	7055	右
4113	Shanghai_B	rightside	154	右面	0b	1148	right side	7055	右面
4114	Xiamen	rightside	154	正手爿	1ea	1140	right side	7055	正手边
4115	Xiamen	rightside	154	正边	1a	1139	right side	7055	正边
4116	Anyi	rightside	154	右边／右手	0a	1147	right side	7055	右边
4117	Beijing	rightside	154	右边儿	0ad	1152	right side	7055	右边儿
4118	Wenzhou	rightside	154	右面	0b	1148	right side	7055	右面
4119	Wenzhou	rightside	154	顺手面	2eb	1143	right side	7055	顺手面
4120	Taibei	rightside	154	tsiaN31 ping13正[片分]	2c	1151	right side	7055	tsiaN31 ping13正[片分]
4121	Wuhan	rightside	154	右边	0a	1147	right side	7055	右边
4122	Wuhan	rightside	154	右手	0e	1141	right side	7055	右手
4123	Wuhan	rightside	154	顺手	3e	1146	right side	7055	顺手
4124	Taiyuan	rightside	154	右半切	0g	1153	right side	7055	右半切
4125	Yuci	rightside	154	右边边	0aa	1138	right side	7055	右边边
4126	Changsha	rightside	154	右边	0a	1147	right side	7055	右边
4127	Shuangfeng	rightside	154	右边	0a	1147	right side	7055	右边
#
4155	Guangzhou	river	156	江	0	1164	river	5112	江
4156	Guangzhou	river	156	海	2	1163	river	5112	海
4157	Suzhou	river	156	江	0	1164	river	5112	江
4158	Meixian	river	156	江	0	1164	river	5112	江
4159	Nanchang	river	156	江	0	1164	river	5112	江
4160	Fuzhou	river	156	江	0	1164	river	5112	江
4161	Ningxia	river	156	江	0	1164	river	5112	江
4162	Ningbo	river	156	江	0	1164	river	5112	江
4163	Yingshan	river	156	江	0	1164	river	5112	江
4164	Chengdu	river	156	江	0	1164	river	5112	江
4165	Zhanping	river	156	溪	3	1162	river	5112	溪
4166	Zhanping	river	156	江	0	1164	river	5112	江
4167	Shanghai	river	156	江	0	1164	river	5112	江
4168	Shanghai_B	river	156	河	4	1161	river	5112	河
4169	Xiamen	river	156	江	0	1164	river	5112	江
4170	Anyi	river	156	江	0	1164	river	5112	江
4171	Beijing	river	156	江	0	1164	river	5112	江
4172	Wenzhou	river	156	江	0	1164	river	5112	江
4173	Wenzhou	river	156	港	5	1160	river	5112	港
4174	Taibei	river	156	kang44江	0	1164	river	5112	江
4175	Wuhan	river	156	江	0	1164	river	5112	江
4176	Taiyuan	river	156	江	0	1164	river	5112	江
4177	Yuci	river	156	江	0	1164	river	5112	江
4178	Changsha	river	156	江	0	1164	river	5112	江
4179	Shuangfeng	river	156	江	0	1164	river	5112	江
#
1734	Guangzhou	root	69	根	1	389	root	5152	根
1735	Guangzhou	root	69	蔃	3	388	root	5152	蔃
1736	Suzhou	root	69	根	1	389	root	5152	根
1737	Meixian	root	69	根	1	389	root	5152	根
1738	Nanchang	root	69	根	1	389	root	5152	根
1739	Fuzhou	root	69	[根]根	e1	386	root	5152	[根]根
1740	Ningxia	root	69	根	1	389	root	5152	根
1741	Lianchang	root	69	根	1	389	root	5152	根
1742	Ningbo	root	69	根	1	389	root	5152	根
1743	Yingshan	root	69	根	1	389	root	5152	根
1744	Chengdu	root	69	根	1	389	root	5152	根
1745	Zhanping	root	69	根	1	389	root	5152	根
1746	Shanghai	root	69	根	1	389	root	5152	根
1747	Shanghai_B	root	69	根	1	389	root	5152	根
1748	Xiamen	root	69	根	1	389	root	5152	根
1749	Anyi	root	69	根	1	389	root	5152	根
1750	Beijing	root	69	根儿	1d	383	root	5152	根儿
1751	Wenzhou	root	69	根	1	389	root	5152	根
1752	Wenzhou	root	69	骨-童	4	387	root	5152	骨-童
1753	Taibei	root	69	kin44根	1	389	root	5152	根
1754	Wuhan	root	69	根[子]	1	389	root	5152	根
1755	Wuhan	root	69	根[子]	1b	384	root	5152	根子
1756	Wuhan	root	69	蔸子	2b	390	root	5152	篼子
1757	Taiyuan	root	69	根子	1b	384	root	5152	根子
1758	Yuci	root	69	树根	c1	385	root	5152	树根
1759	Changsha	root	69	根	1	389	root	5152	根
1760	Changsha	root	69	篼子	2b	390	root	5152	篼子
1761	Shuangfeng	root	69	根	1	389	root	5152	根
1762	Shuangfeng	root	69	蔸公	2a	391	root	5152	蔸公
#
4180	Guangzhou	rope	157	绳	0	1169	rope	5155	绳
4181	Guangzhou	rope	157	索（粗）	1	1168	rope	5155	索
4182	Suzhou	rope	157	绳	0	1169	rope	5155	绳
4183	Meixian	rope	157	索子	1a	1167	rope	5155	索子
4184	Meixian	rope	157	索嫲	1d	1165	rope	5155	索嫲
4185	Nanchang	rope	157	绳子	0a	1170	rope	5155	绳子
4186	Fuzhou	rope	157	索	1	1168	rope	5155	索
4187	Ningxia	rope	157	绳子	0a	1170	rope	5155	绳子
4188	Lianchang	rope	157	索	1	1168	rope	5155	索
4189	Ningbo	rope	157	绳子	0a	1170	rope	5155	绳子
4190	Yingshan	rope	157	绳子	0a	1170	rope	5155	绳子
4191	Chengdu	rope	157	绳子	0a	1170	rope	5155	绳子
4192	Zhanping	rope	157	索（仔）	1	1168	rope	5155	索
4193	Zhanping	rope	157	索（仔）	1a	1167	rope	5155	索子
4194	Shanghai	rope	157	绳子	0a	1170	rope	5155	绳子
4195	Shanghai_B	rope	157	绳子	0a	1170	rope	5155	绳子
4196	Xiamen	rope	157	索	1	1168	rope	5155	索
4197	Xiamen	rope	157	索 a51	1c	1166	rope	5155	索 a51
4198	Anyi	rope	157	绳嘚	0b	1171	rope	5155	绳嘚
4199	Beijing	rope	157	绳子	0a	1170	rope	5155	绳子
4200	Beijing	rope	157	绳儿	0c	1172	rope	5155	绳儿
4201	Wenzhou	rope	157	绳	0	1169	rope	5155	绳
4202	Taibei	rope	157	soh32索	1	1168	rope	5155	索
4203	Wuhan	rope	157	绳子	0a	1170	rope	5155	绳子
4204	Wuhan	rope	157	索子(粗的)	1a	1167	rope	5155	索子
4205	Taiyuan	rope	157	绳子	0a	1170	rope	5155	绳子
4206	Yuci	rope	157	绳子	0a	1170	rope	5155	绳子
4207	Changsha	rope	157	绳子	0a	1170	rope	5155	绳子
4208	Changsha	rope	157	索子(粗的)	1a	1167	rope	5155	索子
4209	Shuangfeng	rope	157	绳子	0a	1170	rope	5155	绳子
4210	Shuangfeng	rope	157	索子(粗的)	1a	1167	rope	5155	索子
#
4211	Guangzhou	rotten	158	霉	2	1178	rotten	5165	霉
4212	Guangzhou	rotten	158	烂	1	1179	rotten	5165	烂
4213	Suzhou	rotten	158	烂	1	1179	rotten	5165	烂
4214	Meixian	rotten	158	殁	3	1177	rotten	5165	殁
4215	Nanchang	rotten	158	腌（肉）、烂（菜叶）、臭（其他，诸如死猫死狗等）	4	1176	rotten	5165	腌（肉）、烂（菜叶）、臭（其他，诸如死猫死狗等）
4216	Fuzhou	rotten	158	腐\mu	6	1175	rotten	5165	腐\mu
4217	Fuzhou	rotten	158	7	8	1174	rotten	5165	7
4218	Ningxia	rotten	158	烂	1	1179	rotten	5165	烂
4219	Lianchang	rotten	158	烂	1	1179	rotten	5165	烂
4220	Ningbo	rotten	158	腐烂	{61}	1180	rotten	5165	腐烂
4221	Yingshan	rotten	158	烂	1	1179	rotten	5165	烂
4222	Chengdu	rotten	158	烂	1	1179	rotten	5165	烂
4223	Zhanping	rotten	158	烂	1	1179	rotten	5165	烂
4224	Shanghai	rotten	158	烂	1	1179	rotten	5165	烂
4225	Shanghai_B	rotten	158	烂	1	1179	rotten	5165	烂
4226	Xiamen	rotten	158	烂	1	1179	rotten	5165	烂
4227	Anyi	rotten	158	烂	1	1179	rotten	5165	烂
4228	Beijing	rotten	158	烂	1	1179	rotten	5165	烂
4229	Wenzhou	rotten	158	烂	1	1179	rotten	5165	烂
4230	Taibei	rotten	158	nuaN爛	1	1179	rotten	5165	烂
4231	Wuhan	rotten	158	烂	1	1179	rotten	5165	烂
4232	Taiyuan	rotten	158	烂	1	1179	rotten	5165	烂
4233	Yuci	rotten	158	烂	1	1179	rotten	5165	烂
4234	Changsha	rotten	158	腐烂	{61}	1180	rotten	5165	腐烂
4235	Shuangfeng	rotten	158	烂果咧	1ab	1173	rotten	5165	烂果咧
#
1763	Guangzhou	round	70	圆	0	394	round	5168	圆
1764	Suzhou	round	70	圆	0	394	round	5168	圆
1765	Meixian	round	70	圆	0	394	round	5168	圆
1766	Nanchang	round	70	圆	0	394	round	5168	圆
1767	Fuzhou	round	70	圆	0	394	round	5168	圆
1768	Ningxia	round	70	圆	0	394	round	5168	圆
1769	Lianchang	round	70	圆	0	394	round	5168	圆
1770	Ningbo	round	70	圆	0	394	round	5168	圆
1771	Yingshan	round	70	团	0	394	round	5168	圆
1772	Chengdu	round	70	圆	0	394	round	5168	圆
1773	Zhanping	round	70	圆	0	394	round	5168	圆
1774	Shanghai	round	70	圆	0	394	round	5168	圆
1775	Shanghai_B	round	70	圆	0	394	round	5168	圆
1776	Xiamen	round	70	圆	0	394	round	5168	圆
1777	Anyi	round	70	圆	0	394	round	5168	圆
1778	Beijing	round	70	圆	0	394	round	5168	圆
1779	Wenzhou	round	70	圆	0	394	round	5168	圆
1780	Taibei	round	70	iN13圓	0	394	round	5168	圆
1781	Wuhan	round	70	圆	0	394	round	5168	圆
1782	Wuhan	round	70	团	1	393	round	5168	团
1783	Taiyuan	round	70	圆	0	394	round	5168	圆
1784	Yuci	round	70	圆	0	394	round	5168	圆
1785	Changsha	round	70	圆	0	394	round	5168	圆
1786	Shuangfeng	round	70	栾*	2	392	round	5168	栾*
