# Wordlist
@json: {"seeds": ["Nanchang,Yuci,Shanghai", "Fuzhou,Yingshan,Beijing"]}

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	WANGID	COGID	SWGLOSS	SWID	PROTO	SEEDID	LOAN
1679	Wenzhou	person	66	人（侬）	0(1)	379	person	4437	人（侬）	379	0
1681	Taibei	person	66	lang13儂	0	379	person	4437	人	379	0
1682	Wuhan	person	66	人	0	379	person	4437	人	379	0
1683	Taiyuan	person	66	人	0	379	person	4437	人	379	0
1684	Yuci	person	66	人	0	379	person	4437	人	379	0
1685	Changsha	person	66	人	0	379	person	4437	人	379	0
1686	Shuangfeng	person	66	人	0	379	person	4437	人	379	0
#
4000	Guangzhou	play	151	玩	2	1099	play (V)	4545	玩	1099	0
4001	Suzhou	play	151	白相	3	1098	play (V)	4545	白相	1098	0
4002	Meixian	play	151	撩*	4	1097	play (V)	4545	嫽	1097	0
4003	Meixian	play	151	搅	5	1096	play (V)	4545	搅	1096	0
4004	Nanchang	play	151	暱*	6	1095	play (V)	4545	暱*	1094	1
4005	Nanchang	play	151	玩	2	1099	play (V)	4545	玩	1099	0
4006	Fuzhou	play	151	[][]kha44 lieu53	7	1094	play (V)	4545	[][]kha44 lieu53	1094	0
4007	Ningxia	play	151	耍	1	1100	play (V)	4545	耍	1100	0
4008	Lianchang	play	151	嫽	4	1097	play (V)	4545	嫽	1097	0
4009	Ningbo	play	151	nau213	8	1093	play (V)	4545	nau213	1093	0
4010	Yingshan	play	151	玩	2	1099	play (V)	4545	玩	1099	0
4011	Chengdu	play	151	耍	1	1100	play (V)	4545	耍	1100	0
4012	Zhanping	play	151	tie?8 thiuu2	9	1092	play (V)	4545	tie?8 thiuu2	1092	0
4013	Zhanping	play	151	suu2	10	1106	play (V)	4545	suu2	1106	0
4014	Shanghai	play	151	白相	3	1098	play (V)	4545	白相	1098	0
4015	Shanghai_B	play	151	白相	3	1098	play (V)	4545	白相	1098	0
4016	Xiamen	play	151	七*桃*	11	1105	play (V)	4545	七*桃*	1105	0
4017	Anyi	play	151	九-言	12	1104	play (V)	4545	九-言	1104	0
4018	Beijing	play	151	玩儿	2a	1107	play (V)	4545	玩儿	1107	0
4019	Wenzhou	play	151	嬉	13	1103	play (V)	4545	嬉	1103	0
4020	Wenzhou	play	151	狡调	14	1102	play (V)	4545	狡调	1102	0
4021	Taibei	play	151	sng53?	15	1101	play (V)	4545	sng53?	1101	0
4022	Wuhan	play	151	玩	2	1099	play (V)	4545	玩	1099	0
4023	Taiyuan	play	151	耍	1	1100	play (V)	4545	耍	1100	0
4024	Yuci	play	151	耍	1	1100	play (V)	4545	耍	1100	0
4025	Changsha	play	151	玩	2	1099	play (V)	4545	玩	1099	0
4026	Shuangfeng	play	151	耍	1	1100	play (V)	4545	耍	1100	0
#
4027	Guangzhou	pull	152	掹	6	1111	pull (V)	4758	掹	1111	0
4028	Guangzhou	pull	152	扯	7	1110	pull (V)	4758	扯	1110	0
4029	Guangzhou	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4030	Suzhou	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4031	Suzhou	pull	152	拖	1	1116	pull (V)	4758	拖	1116	0
4032	Meixian	pull	152	拖	1	1116	pull (V)	4758	拖	1116	0
4033	Meixian	pull	152	繃	8	1109	pull (V)	4758	繃	1109	0
4034	Nanchang	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4035	Fuzhou	pull	152	拔	5	1112	pull (V)	4758	拔	1112	0
4036	Ningxia	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4037	Lianchang	pull	152	拖	1	1116	pull (V)	4758	拖	1116	0
4038	Ningbo	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4039	Yingshan	pull	152	絡*	9	1108	pull (V)	4758	絡*	1108	0
4040	Yingshan	pull	152	拖	1	1116	pull (V)	4758	拖	1116	0
4041	Chengdu	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4042	Zhanping	pull	152	khiu3	10	1122	pull (V)	4758	khiu3	1122	0
4043	Zhanping	pull	152	牵	3	1114	pull (V)	4758	牵	1114	0
4044	Zhanping	pull	152	拖	1	1116	pull (V)	4758	拖	1116	0
4045	Shanghai	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4046	Shanghai_B	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4047	Xiamen	pull	152	拖	1	1116	pull (V)	4758	拖	1116	0
4048	Xiamen	pull	152	牵	4	1113	pull (V)	4758	牵	1113	0
4049	Xiamen	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4050	Anyi	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4051	Beijing	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4052	Beijing	pull	152	扌屯（den4）	11	1121	pull (V)	4758	扌屯（den4）	1121	0
4053	Wenzhou	pull	152	拔	5	1112	pull (V)	4758	拔	1112	0
4054	Wenzhou	pull	152	擢[do8]	12	1120	pull (V)	4758	擢[do8]	1120	0
4055	Wenzhou	pull	152	頧（右页改为力傍）[tai3]	13	1119	pull (V)	4758	頧（右页改为力傍）[tai3]	1119	0
4056	Taibei	pull	152	giu53	14	1118	pull (V)	4758	giu53	1118	0
4057	Taibei	pull	152	khiu53 ?	15	1117	pull (V)	4758	khiu53 ?	1117	0
4058	Wuhan	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4059	Wuhan	pull	152	拖	1	1116	pull (V)	4758	拖	1116	0
4060	Wuhan	pull	152	扯	7	1110	pull (V)	4758	扯	1110	0
4061	Taiyuan	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4062	Yuci	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4063	Changsha	pull	152	拉	2	1115	pull (V)	4758	拉	1115	0
4064	Changsha	pull	152	拖	1	1116	pull (V)	4758	拖	1116	0
4065	Shuangfeng	pull	152	拖	1	1116	pull (V)	4758	拖	1116	0
#
4066	Guangzhou	push	153	巩-手	13	1133	push (V)	4790	巩-手	1133	0
4067	Suzhou	push	153	推	0	1132	push (V)	4790	推	1132	0
4068	Meixian	push	153	搡	1	1131	push (V)	4790	搡	1131	0
4069	Nanchang	push	153	推	0	1132	push (V)	4790	推	1132	0
4070	Nanchang	push	153	手-宣	3	1129	push (V)	4790	手-宣	1129	0
4071	Nanchang	push	153	搡	1	1131	push (V)	4790	搡	1131	0
4072	Fuzhou	push	153	手-典	4	1128	push (V)	4790	手-典	1128	0
4073	Fuzhou	push	153	搡	1	1131	push (V)	4790	搡	1131	0
4074	Ningxia	push	153	推	0	1132	push (V)	4790	推	1132	0
4075	Lianchang	push	153	搡	1	1131	push (V)	4790	搡	1131	0
4076	Ningbo	push	153	推	0	1132	push (V)	4790	推	1132	0
4077	Yingshan	push	153	推	0	1132	push (V)	4790	推	1132	0
4078	Yingshan	push	153	手-双	2	1130	push (V)	4790	手-双	1130	0
4079	Yingshan	push	153	手-宣	3	1129	push (V)	4790	手-宣	1129	0
4080	Chengdu	push	153	tshe=u55	5	1127	push (V)	4790	tshe=u55	1127	0
4081	Zhanping	push	153	i1	9	1123	push (V)	4790	i1	1123	0
4082	Zhanping	push	153	tu1	10	1136	push (V)	4790	tu1	1136	0
4083	Zhanping	push	153	搡：读sang3	1	1131	push (V)	4790	搡	1131	0
4084	Shanghai	push	153	推	0	1132	push (V)	4790	推	1132	0
4085	Shanghai_B	push	153	推	0	1132	push (V)	4790	推	1132	0
4086	Xiamen	push	153	[]tu55	11	1135	push (V)	4790	[]tu55	1135	0
4087	Xiamen	push	153	速*	12	1134	push (V)	4790	速*	1134	0
4088	Anyi	push	153	手－送	2	1130	push (V)	4790	手-双	1130	0
4089	Beijing	push	153	推	0	1132	push (V)	4790	推	1132	0
4090	Wenzhou	push	153	逃*	6	1126	push (V)	4790	逃*	1126	0
4091	Wenzhou	push	153	推	0	1132	push (V)	4790	推	1132	0
4092	Taibei	push	153	sak32 搡?	1	1131	push (V)	4790	搡	1131	0
4093	Wuhan	push	153	推	0	1132	push (V)	4790	推	1132	0
4094	Taiyuan	push	153	推	0	1132	push (V)	4790	推	1132	0
4095	Yuci	push	153	推	0	1132	push (V)	4790	推	1132	0
4096	Changsha	push	153	宠*	7	1125	push (V)	4790	宠*	1125	0
4097	Changsha	push	153	推	0	1132	push (V)	4790	推	1132	0
4098	Shuangfeng	push	153	攮	8	1124	push (V)	4790	攮	1124	0
4099	Shuangfeng	push	153	搡	1	1131	push (V)	4790	搡	1131	0
#
1687	Guangzhou	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1688	Suzhou	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1689	Meixian	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1690	Nanchang	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1691	Fuzhou	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1692	Ningxia	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1693	Lianchang	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1694	Ningbo	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1695	Yingshan	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1696	Chengdu	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1697	Zhanping	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1698	Shanghai	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1699	Shanghai_B	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1700	Xiamen	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1701	Anyi	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1702	Beijing	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1703	Wenzhou	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1704	Taibei	rain	67	hoo33雨	0	380	rain (V)	4857	雨	380	0
1705	Wuhan	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1706	Taiyuan	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1707	Yuci	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1708	Changsha	rain	67	雨	0	380	rain (V)	4857	雨	380	0
1709	Shuangfeng	rain	67	雨	0	380	rain (V)	4857	雨	380	0
#
1710	Guangzhou	red	68	红	1	381	red	4932	红	381	0
1711	Suzhou	red	68	红	1	381	red	4932	红	381	0
1712	Meixian	red	68	红	1	381	red	4932	红	381	0
1713	Meixian	red	68	赤	0	382	red	4932	赤	382	0
1714	Nanchang	red	68	红	1	381	red	4932	红	381	0
1715	Fuzhou	red	68	红	1	381	red	4932	红	381	0
1716	Ningxia	red	68	红	1	381	red	4932	红	381	0
1717	Lianchang	red	68	红	1	381	red	4932	红	381	0
1718	Ningbo	red	68	红	1	381	red	4932	红	381	0
1719	Yingshan	red	68	红	1	381	red	4932	红	381	0
1720	Chengdu	red	68	红	1	381	red	4932	红	381	0
1721	Zhanping	red	68	红	1	381	red	4932	红	381	0
1722	Shanghai	red	68	红	1	381	red	4932	红	381	0
1723	Shanghai_B	red	68	红	1	381	red	4932	红	381	0
1724	Xiamen	red	68	红	1	381	red	4932	红	381	0
1725	Anyi	red	68	红	1	381	red	4932	红	381	0
1726	Beijing	red	68	红	1	381	red	4932	红	381	0
1727	Wenzhou	red	68	红	1	381	red	4932	红	381	0
1728	Taibei	red	68	ang13紅	1	381	red	4932	红	381	0
1729	Wuhan	red	68	红	1	381	red	4932	红	381	0
1730	Taiyuan	red	68	红	1	381	red	4932	红	381	0
1731	Yuci	red	68	红	1	381	red	4932	红	381	0
1732	Changsha	red	68	红	1	381	red	4932	红	381	0
1733	Shuangfeng	red	68	红	1	381	red	4932	红	381	0
#
4100	Guangzhou	rightside	154	右[手]便*	0a	1147	right side	7055	右边	1147	0
4101	Guangzhou	rightside	154	右[手]便*	0ea	1145	right side	7055	右[手]便*	1145	0
4102	Suzhou	rightside	154	右面	0b	1148	right side	7055	右面	1148	0
4103	Meixian	rightside	154	右片	0c	1149	right side	7055	右片	1149	0
4104	Nanchang	rightside	154	右边	0a	1147	right side	7055	右边	1147	0
4105	Fuzhou	rightside	154	大边	3a	1150	right side	7055	大边	1150	0
4106	Ningxia	rightside	154	右面子	0bf	1144	right side	7055	右面子	1144	0
4107	Lianchang	rightside	154	右	0	1142	right side	7055	右	1142	0
4108	Ningbo	rightside	154	右边	0a	1147	right side	7055	右边	1147	0
4109	Yingshan	rightside	154	正手边	1ea	1140	right side	7055	正手边	1140	0
4110	Chengdu	rightside	154	右边	0a	1147	right side	7055	右边	1147	0
4111	Zhanping	rightside	154	正手	1e	1137	right side	7055	正手	1137	0
4112	Shanghai	rightside	154	右	0	1142	right side	7055	右	1142	0
4113	Shanghai_B	rightside	154	右面	0b	1148	right side	7055	右面	1148	0
4114	Xiamen	rightside	154	正手爿	1ea	1140	right side	7055	正手边	1140	0
4115	Xiamen	rightside	154	正边	1a	1139	right side	7055	正边	1139	0
4116	Anyi	rightside	154	右边／右手	0a	1147	right side	7055	右边	1147	0
4117	Beijing	rightside	154	右边儿	0ad	1152	right side	7055	右边儿	1152	0
4118	Wenzhou	rightside	154	右面	0b	1148	right side	7055	右面	1148	0
4119	Wenzhou	rightside	154	顺手面	2eb	1143	right side	7055	顺手面	1143	0
4120	Taibei	rightside	154	tsiaN31 ping13正[片分]	2c	1151	right side	7055	tsiaN31 ping13正[片分]	1151	0
4121	Wuhan	rightside	154	右边	0a	1147	right side	7055	右边	1147	0
4122	Wuhan	rightside	154	右手	0e	1141	right side	7055	右手	1141	0
4123	Wuhan	rightside	154	顺手	3e	1146	right side	7055	顺手	1146	0
4124	Taiyuan	rightside	154	右半切	0g	1153	right side	7055	右半切	1153	0
4125	Yuci	rightside	154	右边边	0aa	1138	right side	7055	右边边	1140	1
4126	Changsha	rightside	154	右边	0a	1147	right side	7055	右边	1147	0
4127	Shuangfeng	rightside	154	右边	0a	1147	right side	7055	右边	1147	0
#
4155	Guangzhou	river	156	江	0	1164	river	5112	江	1164	0
4156	Guangzhou	river	156	海	2	1163	river	5112	海	1163	0
4157	Suzhou	river	156	江	0	1164	river	5112	江	1164	0
4158	Meixian	river	156	江	0	1164	river	5112	江	1164	0
4159	Nanchang	river	156	江	0	1164	river	5112	江	1164	0
4160	Fuzhou	river	156	江	0	1164	river	5112	江	1164	0
4161	Ningxia	river	156	江	0	1164	river	5112	江	1164	0
4162	Ningbo	river	156	江	0	1164	river	5112	江	1164	0
4163	Yingshan	river	156	江	0	1164	river	5112	江	1164	0
4164	Chengdu	river	156	江	0	1164	river	5112	江	1164	0
4165	Zhanping	river	156	溪	3	1162	river	5112	溪	1162	0
4166	Zhanping	river	156	江	0	1164	river	5112	江	1164	0
4167	Shanghai	river	156	江	0	1164	river	5112	江	1164	0
4168	Shanghai_B	river	156	河	4	1161	river	5112	河	1161	0
4169	Xiamen	river	156	江	0	1164	river	5112	江	1164	0
4170	Anyi	river	156	江	0	1164	river	5112	江	1164	0
4171	Beijing	river	156	江	0	1164	river	5112	江	1164	0
4172	Wenzhou	river	156	江	0	1164	river	5112	江	1164	0
4173	Wenzhou	river	156	港	5	1160	river	5112	港	1160	0
4174	Taibei	river	156	kang44江	0	1164	river	5112	江	1164	0
4175	Wuhan	river	156	江	0	1164	river	5112	江	1164	0
4176	Taiyuan	river	156	江	0	1164	river	5112	江	1164	0
4177	Yuci	river	156	江	0	1164	river	5112	江	1164	0
4178	Changsha	river	156	江	0	1164	river	5112	江	1164	0
4179	Shuangfeng	river	156	江	0	1164	river	5112	江	1164	0
#
1734	Guangzhou	root	69	根	1	389	root	5152	根	389	0
1735	Guangzhou	root	69	蔃	3	388	root	5152	蔃	388	0
1736	Suzhou	root	69	根	1	389	root	5152	根	389	0
1737	Meixian	root	69	根	1	389	root	5152	根	389	0
1738	Nanchang	root	69	根	1	389	root	5152	根	389	0
1739	Fuzhou	root	69	[根]根	e1	386	root	5152	[根]根	386	0
1740	Ningxia	root	69	根	1	389	root	5152	根	389	0
1741	Lianchang	root	69	根	1	389	root	5152	根	389	0
1742	Ningbo	root	69	根	1	389	root	5152	根	389	0
1743	Yingshan	root	69	根	1	389	root	5152	根	389	0
1744	Chengdu	root	69	根	1	389	root	5152	根	389	0
1745	Zhanping	root	69	根	1	389	root	5152	根	389	0
1746	Shanghai	root	69	根	1	389	root	5152	根	383	1
1747	Shanghai_B	root	69	根	1	389	root	5152	根	389	0
1748	Xiamen	root	69	根	1	389	root	5152	根	389	0
1749	Anyi	root	69	根	1	389	root	5152	根	389	0
1750	Beijing	root	69	根儿	1d	383	root	5152	根儿	383	0
1751	Wenzhou	root	69	根	1	389	root	5152	根	389	0
1752	Wenzhou	root	69	骨-童	4	387	root	5152	骨-童	387	0
1753	Taibei	root	69	kin44根	1	389	root	5152	根	389	0
1754	Wuhan	root	69	根[子]	1	389	root	5152	根	389	0
1755	Wuhan	root	69	根[子]	1b	384	root	5152	根子	384	0
1756	Wuhan	root	69	蔸子	2b	390	root	5152	篼子	390	0
1757	Taiyuan	root	69	根子	1b	384	root	5152	根子	384	0
1758	Yuci	root	69	树根	c1	385	root	5152	树根	385	0
1759	Changsha	root	69	根	1	389	root	5152	根	389	0
1760	Changsha	root	69	篼子	2b	390	root	5152	篼子	390	0
1761	Shuangfeng	root	69	根	1	389	root	5152	根	389	0
1762	Shuangfeng	root	69	蔸公	2a	391	root	5152	蔸公	391	0
#
4180	Guangzhou	rope	157	绳	0	1169	rope	5155	绳	1169	0
4181	Guangzhou	rope	157	索（粗）	1	1168	rope	5155	索	1168	0
4182	Suzhou	rope	157	绳	0	1169	rope	5155	绳	1169	0
4183	Meixian	rope	157	索子	1a	1167	rope	5155	索子	1167	0
4184	Meixian	rope	157	索嫲	1d	1165	rope	5155	索嫲	1165	0
4185	Nanchang	rope	157	绳子	0a	1170	rope	5155	绳子	1170	0
4186	Fuzhou	rope	157	索	1	1168	rope	5155	索	1168	0
4187	Ningxia	rope	157	绳子	0a	1170	rope	5155	绳子	1170	0
4188	Lianchang	rope	157	索	1	1168	rope	5155	索	1168	0
4189	Ningbo	rope	157	绳子	0a	1170	rope	5155	绳子	1170	0
4190	Yingshan	rope	157	绳子	0a	1170	rope	5155	绳子	1170	0
4191	Chengdu	rope	157	绳子	0a	1170	rope	5155	绳子	1170	0
4192	Zhanping	rope	157	索（仔）	1	1168	rope	5155	索	1168	0
4193	Zhanping	rope	157	索（仔）	1a	1167	rope	5155	索子	1167	0
4194	Shanghai	rope	157	绳子	0a	1170	rope	5155	绳子	1170	0
4195	Shanghai_B	rope	157	绳子	0a	1170	rope	5155	绳子	1170	0
4196	Xiamen	rope	157	索	1	1168	rope	5155	索	1168	0
4197	Xiamen	rope	157	索 a51	1c	1166	rope	5155	索 a51	1166	0
4198	Anyi	rope	157	绳嘚	0b	1171	rope	5155	绳嘚	1171	0
4199	Beijing	rope	157	绳子	0a	1170	rope	5155	绳子	1170	0
4200	Beijing	rope	157	绳儿	0c	1172	rope	5155	绳儿	1172	0
4201	Wenzhou	rope	157	绳	0	1169	rope	5155	绳	1169	0
4202	Taibei	rope	157	soh32索	1	1168	rope	5155	索	1168	0
4203	Wuhan	rope	157	绳子	0a	1170	rope	5155	绳子	1170	0
4204	Wuhan	rope	157	索子(粗的)	1a	1167	rope	5155	索子	1167	0
4205	Taiyuan	rope	157	绳子	0a	1170	rope	5155	绳子	1170	0
4206	Yuci	rope	157	绳子	0a	1170	rope	5155	绳子	1170	0
4207	Changsha	rope	157	绳子	0a	1170	rope	5155	绳子	1170	0
4208	Changsha	rope	157	索子(粗的)	1a	1167	rope	5155	索子	1167	0
4209	Shuangfeng	rope	157	绳子	0a	1170	rope	5155	绳子	1170	0
4210	Shuangfeng	rope	157	索子(粗的)	1a	1167	rope	5155	索子	1167	0
#
4211	Guangzhou	rotten	158	霉	2	1178	rotten	5165	霉	1178	0
4212	Guangzhou	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4213	Suzhou	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4214	Meixian	rotten	158	殁	3	1177	rotten	5165	殁	1177	0
4215	Nanchang	rotten	158	腌（肉）、烂（菜叶）、臭（其他，诸如死猫死狗等）	4	1176	rotten	5165	腌（肉）、烂（菜叶）、臭（其他，诸如死猫死狗等）	1176	0
4216	Fuzhou	rotten	158	腐\mu	6	1175	rotten	5165	腐\mu	1175	0
4217	Fuzhou	rotten	158	7	8	1174	rotten	5165	7	1174	0
4218	Ningxia	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4219	Lianchang	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4220	Ningbo	rotten	158	腐烂	{61}	1180	rotten	5165	腐烂	1180	0
4221	Yingshan	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4222	Chengdu	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4223	Zhanping	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4224	Shanghai	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4225	Shanghai_B	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4226	Xiamen	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4227	Anyi	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4228	Beijing	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4229	Wenzhou	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4230	Taibei	rotten	158	nuaN爛	1	1179	rotten	5165	烂	1179	0
4231	Wuhan	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4232	Taiyuan	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4233	Yuci	rotten	158	烂	1	1179	rotten	5165	烂	1179	0
4234	Changsha	rotten	158	腐烂	{61}	1180	rotten	5165	腐烂	1180	0
4235	Shuangfeng	rotten	158	烂果咧	1ab	1173	rotten	5165	烂果咧	1173	0
#
1763	Guangzhou	round	70	圆	0	394	round	5168	圆	394	0
1764	Suzhou	round	70	圆	0	394	round	5168	圆	394	0
1765	Meixian	round	70	圆	0	394	round	5168	圆	394	0
1766	Nanchang	round	70	圆	0	394	round	5168	圆	394	0
1767	Fuzhou	round	70	圆	0	394	round	5168	圆	394	0
1768	Ningxia	round	70	圆	0	394	round	5168	圆	394	0
1769	Lianchang	round	70	圆	0	394	round	5168	圆	394	0
1770	Ningbo	round	70	圆	0	394	round	5168	圆	394	0
1771	Yingshan	round	70	团	0	394	round	5168	圆	394	0
1772	Chengdu	round	70	圆	0	394	round	5168	圆	394	0
1773	Zhanping	round	70	圆	0	394	round	5168	圆	394	0
1774	Shanghai	round	70	圆	0	394	round	5168	圆	394	0
1775	Shanghai_B	round	70	圆	0	394	round	5168	圆	394	0
1776	Xiamen	round	70	圆	0	394	round	5168	圆	394	0
1777	Anyi	round	70	圆	0	394	round	5168	圆	394	0
1778	Beijing	round	70	圆	0	394	round	5168	圆	394	0
1779	Wenzhou	round	70	圆	0	394	round	5168	圆	394	0
1780	Taibei	round	70	iN13圓	0	394	round	5168	圆	394	0
1781	Wuhan	round	70	圆	0	394	round	5168	圆	394	0
1782	Wuhan	round	70	团	1	393	round	5168	团	393	0
1783	Taiyuan	round	70	圆	0	394	round	5168	圆	394	0
1784	Yuci	round	70	圆	0	394	round	5168	圆	394	0
1785	Changsha	round	70	圆	0	394	round	5168	圆	394	0
1786	Shuangfeng	round	70	栾*	2	392	round	5168	栾*	392	0
#
4236	Guangzhou	rub	159	擦	2	1188	rub (V)	5176	擦	1188	0
4237	Guangzhou	rub	159	抹	1	1189	rub (V)	5176	抹	1189	0
4238	Guangzhou	rub	159	捽	3	1187	rub (V)	5176	捽	1187	0
4239	Suzhou	rub	159	揩	4	1186	rub (V)	5176	揩	1186	0
4240	Meixian	rub	159	[]tshut5	11	1191	rub (V)	5176	[]tshut5	1191	0
4241	Nanchang	rub	159	揩	4	1186	rub (V)	5176	揩	1186	0
4242	Nanchang	rub	159	抹	1	1189	rub (V)	5176	抹	1189	0
4243	Nanchang	rub	159	擦	2	1188	rub (V)	5176	擦	1188	0
4244	Fuzhou	rub	159	拭	0	1190	rub (V)	5176	拭	1190	0
4245	Fuzhou	rub	159	[]kang31	10	1192	rub (V)	5176	[]kang31	1192	0
4246	Ningxia	rub	159	擦	2	1188	rub (V)	5176	擦	1188	0
4247	Lianchang	rub	159	捽	3	1187	rub (V)	5176	捽	1187	0
4248	Lianchang	rub	159	拭[一般的擦为“捽”[tshai?8]，用抹布擦为“拭”[trhi>ee7]。另外，连城话也说“擦”[tshuee7]，通常是被动的情况，或者是新式说法，如“擦黑板”。]	0	1190	rub (V)	5176	拭	1190	0
4249	Ningbo	rub	159	揩	4	1186	rub (V)	5176	揩	1186	0
4250	Yingshan	rub	159	之*[使劲]	5	1185	rub (V)	5176	之*	1185	0
4251	Yingshan	rub	159	揩[擦掉水]	4	1186	rub (V)	5176	揩	1186	0
4252	Yingshan	rub	159	抹	1	1189	rub (V)	5176	抹	1189	0
4253	Yingshan	rub	159	搌	6	1184	rub (V)	5176	搌	1184	0
4254	Chengdu	rub	159	揩	4	1186	rub (V)	5176	揩	1186	0
4255	Chengdu	rub	159	抹	1	1189	rub (V)	5176	抹	1189	0
4256	Zhanping	rub	159	lu2	9	1181	rub (V)	5176	lu2	1181	0
4257	Shanghai	rub	159	擦[kha51]	2	1188	rub (V)	5176	擦	1188	0
4258	Shanghai_B	rub	159	擦[kha51]	2	1188	rub (V)	5176	擦	1188	0
4259	Xiamen	rub	159	拭	0	1190	rub (V)	5176	拭	1190	0
4260	Xiamen	rub	159	擦	2	1188	rub (V)	5176	擦	1188	0
4261	Anyi	rub	159	抹	1	1189	rub (V)	5176	抹	1189	0
4262	Beijing	rub	159	擦	2	1188	rub (V)	5176	擦	1188	0
4263	Beijing	rub	159	抹	1	1189	rub (V)	5176	抹	1189	0
4264	Wenzhou	rub	159	擦	2	1188	rub (V)	5176	擦	1188	0
4265	Wenzhou	rub	159	缴	8	1182	rub (V)	5176	缴	1182	0
4266	Taibei	rub	159	tshit32拭	0	1190	rub (V)	5176	拭	1190	0
4267	Wuhan	rub	159	之*	5	1185	rub (V)	5176	之*	1185	0
4268	Wuhan	rub	159	揩	4	1186	rub (V)	5176	揩	1186	0
4269	Wuhan	rub	159	抹	1	1189	rub (V)	5176	抹	1189	0
4270	Wuhan	rub	159	搌	6	1184	rub (V)	5176	搌	1184	0
4271	Taiyuan	rub	159	揩	4	1186	rub (V)	5176	揩	1186	0
4272	Taiyuan	rub	159	擦	2	1188	rub (V)	5176	擦	1188	0
4273	Yuci	rub	159	抹	1	1189	rub (V)	5176	抹	1189	0
4274	Changsha	rub	159	凑*	7	1183	rub (V)	5176	凑*	1183	0
4275	Changsha	rub	159	抹	1	1189	rub (V)	5176	抹	1189	0
4276	Changsha	rub	159	揩	4	1186	rub (V)	5176	揩	1186	0
4277	Shuangfeng	rub	159	揩	4	1186	rub (V)	5176	揩	1186	0
4278	Shuangfeng	rub	159	抹	1	1189	rub (V)	5176	抹	1189	0
#
4279	Guangzhou	salt	160	盐	0	1194	salt	5235	盐	1194	0
4280	Suzhou	salt	160	盐	0	1194	salt	5235	盐	1194	0
4281	Meixian	salt	160	盐	0	1194	salt	5235	盐	1194	0
4282	Nanchang	salt	160	盐	0	1194	salt	5235	盐	1194	0
4283	Fuzhou	salt	160	盐	0	1194	salt	5235	盐	1194	0
4284	Ningxia	salt	160	盐	0	1194	salt	5235	盐	1194	0
4285	Lianchang	salt	160	盐	0	1194	salt	5235	盐	1194	0
4286	Ningbo	salt	160	盐	0	1194	salt	5235	盐	1194	0
4287	Yingshan	salt	160	盐	0	1194	salt	5235	盐	1194	0
4288	Chengdu	salt	160	盐	0	1194	salt	5235	盐	1194	0
